buena_comida,buen_servicio,buen_ambiente,buena_relacion_precio_calidad,espera_corta,apto_ninos,apto_mascotas,cocina_tradicional,cocina_moderna,comida_elaborada,acceso_minusvalidos,terraza_exterior,local_sin_olores,recomendable_en_pareja,buenas_vistas,platos_destacados,aspectos_positivos,aspectos_negativos,rango_precio,dato_curioso,resumen,Id_Restaurante,Nombre,error
True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,"['Torrija de Santa Teresa', 'Marisco', 'Churros con chocolate', 'Sangría', 'Tapas']","['Amplia variedad y excelente calidad de tapas', 'Postres excepcionales y muy elaborados', 'Ambiente animado y céntrico en Gran Vía', 'Servicio amable y eficiente', 'Precios asequibles para la calidad y ubicación']","['Error en la descripción de algunos platos en la carta (ej. butifarra)', ""Una queja puntual y muy fuerte sobre comida 'cutre y cara' y mal trato""]",euro euro,"Vinitus es un paraíso para los amantes de los postres, cuyas descripciones poéticas en las reseñas hacen que cada dulce sea una experiencia en sí misma.","Vinitus en la Gran Vía de Madrid es un restaurante de tapas muy valorado por la excelente calidad y variedad de sus platos, especialmente sus postres, que son descritos con gran entusiasmo. Ofrece un ambiente animado, buen servicio y una relación calidad-precio generalmente considerada positiva. Es un lugar ideal para disfrutar de la cocina tradicional española en el corazón de la ciudad.",91,Vinitus Gran Vía Madrid,
True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,"['Tablas de carne (solomillo, pollo)', 'Croquetas', 'Torero Tostas (solomillo, cebolla caramelizada y brie)']","['Comida exquisita y bien elaborada', 'Servicio muy amable y atento', 'Excelente relación calidad-precio', 'Ambiente agradable y acogedor', 'Raciones generosas']","['Local muy pequeño y con pocas mesas', 'Posible tiempo de espera para conseguir mesa']",euro euro,"Es tan pequeño que no permiten reservas, y los clientes están dispuestos a esperar o 'pelear' por un hueco, ya que su popularidad es inmensa y la experiencia siempre vale la pena.","Este restaurante es un lugar muy valorado por su comida exquisita y bien elaborada, con platos destacados como sus tablas de carne, croquetas y torero tostas. Los clientes alaban su excelente relación calidad-precio, el ambiente agradable y un servicio muy amable y atento. Aunque es un local pequeño y no acepta reservas, lo que puede implicar esperas, la mayoría considera que la experiencia culinaria compensa con creces.",92,Gandarío,
True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,"['Tortilla de patatas', 'Risotto', 'Gazpacho', 'Guiso de merluza', 'Flan de café', 'Tostadas', 'Tartas']","['Comida casera cuidada y muy rica', 'Servicio muy amable y acogedor por parte del propietario', 'Ambiente íntimo y super acogedor', 'Excelente relación calidad-precio', 'Ideal para desayunos y almuerzos variados']","['Local pequeño con pocas mesas', 'Puede ser difícil encontrar mesa y es común tener que esperar']",euro euro,"El propietario, un políglota impresionante, presenta personalmente los platos del día sin un menú fijo, creando una experiencia única y acogedora.","Este pequeño y auténtico restaurante en Madrid es muy elogiado por su deliciosa comida casera, excelente relación calidad-precio y un propietario excepcionalmente amable y carismático. Es popular para desayunos y almuerzos con especiales diarios, y aunque es posible que haya que esperar por una mesa debido a su tamaño reducido, la experiencia es considerada muy gratificante.",93,Matilda,
True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,"['pollo con mantequilla', 'pollo madras', 'pollo al curry', 'nan', 'arroz byrian']","['Comida india auténtica y deliciosa', 'Servicio excepcional y muy amable', 'Ambiente agradable y relajante', 'Personal dispuesto a explicar los platos']","['Tiempos de espera largos', 'Problemas de comunicación telefónica']",euro euro euro,"Además de ser una joya escondida para la comida india, Arpit ofrece servicios de catering y opciones para eventos grupales.","Arpit es un restaurante de comida india auténtica, elogiado por su deliciosa comida, su excepcional servicio y su agradable ambiente. Aunque algunos clientes han reportado largos tiempos de espera y problemas de comunicación telefónica, el personal es muy amable y las raciones adecuadas. Además, el restaurante ofrece servicios de catering y opciones para eventos grupales, siendo una joya escondida en Madrid.",94,Arpit,
True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,"['Ceviche de corvina', 'Emulsión de foie de pato sobre crema de maíz', 'Canapés de salmón con flor de borraja', 'Paté con pétalos de clavel', 'Ostrón de tamaño épico con vinagreta asiática', 'Tiraditos de lubina y dorada', 'Niguiri flambeado', 'Croquetas de jamón', 'Panacotta de manitas rellena de carrillera', 'Albóndiga de ternera', 'Pastel de zanahoria con helado y crema de calabaza']","['Cocina de calidad excepcional y elaborada', 'Menú degustación creativo y variado', 'Ambiente tranquilo, moderno y cuidado', 'Platos originales y con buena presentación']","['Relación calidad-precio desequilibrada (raciones pequeñas, precios elevados)', 'Servicio inconsistente (apresurado en ocasiones, falta de atención)', 'Problemas de accesibilidad en los aseos', 'Algunos platos con demasiada salsa o no en su punto (ej. nigiris, ensaladilla)']",euro euro euro,Destaca por su atrevida cocina fusión con creaciones únicas como el ostrón de tamaño épico con vinagreta asiática o una panacotta de manitas rellena de carrillera.,"El restaurante ofrece una experiencia gastronómica de cocina fusión moderna y elaborada, con un menú degustación muy apreciado por su creatividad y calidad. Sin embargo, recibe críticas recurrentes por su relación calidad-precio, con raciones que se consideran pequeñas para el coste y un servicio que a veces es inconsistente. El ambiente es tranquilo y moderno, aunque algunos encuentran la iluminación demasiado intensa y los aseos presentan problemas de accesibilidad.",95,Bacira,
False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,"['bhaji de cebolla', 'arroz', 'pollo tikka masala', 'gambas', 'vindaloo', 'pollo báltico']","['Decoración y ambiente agradable', 'Algunos camareros son amables o atentos', 'Menú ejecutivo bien valorado']","['Inconsistencia y problemas de sabor en la comida (demasiado dulce, no picante, poca autenticidad)', 'Mala organización general y servicio lento o ineficaz', 'Raciones pequeñas y calidad de ingredientes cuestionable para el precio']",euro euro euro,La caótica organización del restaurante ha llevado a un cliente a sugerir que debería ser visitado por Chicote.,"El restaurante destaca por una decoración y ambiente agradable, a menudo descrito como 'plan selva'. Sin embargo, la experiencia se ve empañada por una organización deficiente, un servicio lento o poco atento, y una notoria inconsistencia en la calidad y el sabor de la comida, con quejas frecuentes sobre platos demasiado dulces, poco auténticos o raciones pequeñas para el precio.",96,Purnima Indian Restaurant,
True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,"['Lubina', 'Arepas', 'Tacos', 'Tarta de lima con maracuyá', 'Empanadas']","['Comida excelente, sabrosa y creativa con influencias latinas', 'Servicio amable, atento y con recomendaciones acertadas', 'Ambiente cálido, relajado e intimista', 'Variedad de cócteles exquisitos']","['Incidente de un objeto extraño en un plato con gestión de queja insatisfactoria', 'Pequeños detalles en la preparación de algunos platos (ej. tortillas, caldo)']",euro euro,Ofrece sofás y juegos de mesa disponibles para disfrutar de una velada diferente.,"Un restaurante muy elogiado por su excelente cocina latina innovadora, su servicio amable y su ambiente cálido y relajado. Aunque hubo un incidente aislado con un objeto extraño en un plato y algunas pequeñas críticas en la preparación, la experiencia general es altamente positiva.",97,Casa Jaguar Madrid,
True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,"['w urger mi amol cubano', 'chootis madrileño dulzón']","['Servicio excepcional y muy amable (especialmente Lili, Laura y Estefanía)', 'Comida original, deliciosa y sorprendente (fusión sudamericana y oriental)', 'Ambiente muy agradable, acogedor y con decoración colorida', 'Buena relación calidad-precio', 'Rapidez y eficiencia en el servicio']","['Sistema de acceso (código QR) y pedido online por aplicación', 'Calidad de la comida mediocre (mencionado por un cliente)']",euro euro,Destaca por su innovador sistema de pedido online que permite añadir platos en cualquier momento y la peculiaridad de ofrecer licores y copas al peso.,"Este restaurante es altamente recomendado por su excepcional servicio y su comida original y sorprendente, con una propuesta de fusión sudamericana y oriental. El ambiente es muy agradable y acogedor, y los clientes valoran la buena relación calidad-precio y la rapidez en la atención. Es un lugar ideal para parejas o amigos que buscan una experiencia innovadora, aunque el sistema de pedido por aplicación y acceso con QR puede ser un punto de fricción para algunos.",98,WelkhomeClub,
,,,,,,,,,,,,,,,,,,,,,99,Trattoria Malatesta,"Expecting ',' delimiter: line 26 column 13 (char 652)"
True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,"['menú de degustación', 'brioche de sardina ahumada con queso de arzúa', 'navajas a la brasa con vinagreta de algas', 'carabineros con huevos fritos', 'costilla de vaca glaseada con parmentier de patata y brócoli', 'merluza de pincho con pil pil de limón y espinacas', 'san pedro a la brasa', 'souflé de merengue tostado y crema de limón', 'jamón', 'berberechos', 'huevos trufa y carabinero', 'merluza', 'steak tartar sobre el tábano']","['Calidad y elaboración excepcional de la comida (cocina gallega tradicional evolucionada)', 'Servicio muy atento, profesional y amable', 'Ambiente elegante, tranquilo y refinado', 'Ideal para ocasiones especiales o de negocios', 'Excelente carta de vinos y bodega']","['Precio elevado', 'Servicio ocasionalmente inconsistente (mencionado por un cliente)']",euro euro euro,"Reconocido en la Guía Michelin, destaca por su innovadora cocina tradicional gallega y por servir lo que algunos consideran 'la mejor merluza de España'.","Un restaurante de alta cocina gallega evolucionada, reconocido por la Guía Michelin, que ofrece una experiencia gastronómica sensacional con platos exquisitos y elaborados. Destaca por un servicio excepcional, un ambiente elegante y tranquilo, y una excelente carta de vinos. Aunque el precio es elevado, la mayoría de los clientes lo consideran justificado por la calidad, aunque se menciona una posible inconsistencia ocasional en el servicio.",100,Restaurante Alabaster,
