web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,position,image,data14,data15,data16,data17,data18,image2,image3,image4,image5,image6,data19
1775742522-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,"Gran relación calidad-precio, restaurante amable.",Wanderer 59,"Realmente disfrutamos de nuestra visita a este restaurante. El personal era agradable y bien informado. Las opciones de comida y vino eran muy buenas y sugerencias de maridaje muy útiles. Excelente relación calidad-precio. Recomendaría reservar con antelación, ya que estaba totalmente reservado la noche entre semana que visitamos.",4 contribuciones,4,Escrita el 24 de febrero de 2025,4 contribuciones,Mostrar original,,,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,,0.0
1775742522-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,"Buena experiencia, recomendado.",Jesús M,"Un sitio muy acogedor en el que dan comida de muy buena calidad. Pedimos el plato de puerros, el bacalao y un postre. Estaba todo muy bueno.",110 contribuciones,110,Escrita el 14 de enero de 2025,"Madrid, España",,Calidad/precio,Ambiente,Servicio,Comida,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/8f/7b/e8/caption.jpg?w=300&h=300&s=1,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/8f/7b/e9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/8f/7b/ea/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/a8/26/e8/c5404bqjes-sm.jpg?w=100&h=-1&s=1,,,0.0
1775742522-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Local muy acogedor con buena comida,diego,"Fuimos a comer hace 1 semana por recomendación de una amiga. Nos encantó el sitio. Local relativamente pequeño con pocas mesas y muy acogedor.  La carta tendrá unos 10 platos. Trato muy cercano de todo el personal.  Explican con detalle todos los plato. Recomendables entre otros, los canelones de carrillada de ternera (jugosos y muy sabrosos) y el steak tartar. Carta de vinos muy completa. Sin duda volveremos para probar otros platos.",1 contribución,1,Escrita el 29 de noviembre de 2024,"Tenerife, España",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,0.0
1775742522-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Vinoteca 100%,Lluna,"En general, esta bien. El local es pequeño pero bien aprovechado. Lo mejor es Víctor, se nota que siente lo que hace. Los platos estan trabajados y la calidad es muy buena. Quizás por los comentarios esperaba sorprenderme y aunque comí muy bien, ningún plato me cautivó. Ahora bien, destaco la gran oferta de vinos, un placer.",24 contribuciones,24,Escrita el 7 de noviembre de 2024,"Girona, España",,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/60/b2/f1/llunatg.jpg?w=100&h=-1&s=1,,,0.0
1775742522-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Excelente comida y servicio a un precio razonable,LS,"Las reservas son muy recomendables, aunque puedes tener suerte como nosotros. Entramos tan pronto como el restaurante abrió para el almuerzo y por suerte para nosotros, tenían una cancelación y nos podía llevar. Es un restaurante pequeño y cuando fuimos a comer, había dos servidores y el chef / propietario vino a cada mesa para explicar el menú y tomar el pedido. La comida y el servicio eran excelentes (fue el mejor servicio que tuvimos durante nuestras vacaciones de 10 días en Madrid/Barcelona/Toledo). Y los precios eran muy razonables para la calidad de la comida.",16 contribuciones,16,Escrita el 3 de octubre de 2024,"Madrid, España",Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,0.0
1775742522-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Exquisita sorpresa familiar,Inés P,"Todo al mismo nivel, comida y servicio excelente. El camarero Víctor espectacular. Nos explicaron los platos maravillosamente. Los vinos toro maravillosos. Y los vinos canarios muy buenos.",7 contribuciones,7,Escrita el 28 de septiembre de 2024,7 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a6/2f/fa/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a6/2f/fb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a6/2f/fc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,0.0
1775742522-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Un hallazgo fantástico,Robert D,"Estábamos enamorados de este lugar al principio. Erróneamente no pedí una reserva, pero apretaron en nuestro grupo de 3 de todos modos. Nos encontramos con un hombre muy servicial que conocía los detalles íntimos de cada elemento del menú y los especiales. La frescura y la preparación de la comida coincide con un restaurante con estrella Michelin. Son un sitio de Bib Gourmand. ¡Oh, por cierto, ese hombre conocedor y complaciente era el Chef Ejecutivo! Nunca había visto algo así. Conocía los detalles de cada elemento del menú. ¡Pasó su tiempo con los clientes! El subcocinero hizo el emplatado en la parte de atrás. No te dejes engañar por el menú más corto porque todos son geniales. Y la factura era aproximadamente un 70% menos de lo que tendría que pagar en casa en la región vinícola de California. ¡Excelente!",24 contribuciones,24,Escrita el 11 de septiembre de 2024,"Healdsburg, California",Mostrar original,,,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,0.0
1775742522-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,¡El mejor servicio!,markzz2,"Fantástico servicio, desde hacer una reserva telefónica con una dama realmente amable, hasta la cálida bienvenida en el día y un servicio atento por tres servidores verdaderamente encantadores. Se sabían el menú de memoria y tuvieron el placer de describir los platos en detalle y hacer recomendaciones. 
La comida era excelente y tuvimos una noche realmente encantadora. Habríamos vuelto pero tristemente cierra los domingos pero volveríamos seguro cuando estemos el próximo en Madrid. 
Un menú muy variado e interesante y precios razonables añadidos al disfrute.",286 contribuciones,286,Escrita el 31 de julio de 2024,"Londres, Reino Unido",Mostrar original,,,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/b6/35/75/markzz2.jpg?w=100&h=-1&s=1,,,1.0
1775742522-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Comida agradable de celebración.,Maite A,"Local muy agradable aunque de dimensiones reducidas.
Amabilidad del chef que te explica con detalle los platos que te ofrece.
Calidad de los productos buena aunque precios un poco elevados especialmente en carta de vinos y también en entrantes correctos sin más y en postres. 
En carta el pescado del día tiene un precio inferior del que te cobran finalmente. Este detalle debería corregirse pues no resulta ético.",1 contribución,1,Escrita el 28 de junio de 2024,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,,,0.0
1775742522-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Buen trabajo,Luis,"Estuvimos muy bien atendidos. 
Los platos fueron explicados muy bien. 
El producto utilizado es de gran calidad. 
La elaboración es cuidada y singular, aunque sin pasarse. 
La carta de vinos bien nutrida.",7 contribuciones,7,Escrita el 25 de junio de 2024,7 contribuciones,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,0.0
1775742522-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Mi lugar favorito en Madrid…!!!!,Pablo R,"Es una propuesta difícil de batir. 
Calidad en todos los planos, buen gusto, refinamiento sin caer en el exceso, producto excelente, tratamiento delicado, cocina de raíces y con cierto alma clásica, equilibrio como virtud, atención exquisita, buen gusto para la presentación, gestión impecable de Marcos y su equipo, vinos de escándalo…
No es casualidad que gane premios…
Sin dudas uno de los mejore lugares para disfrutar de Madrid.
Os descubrí casi por casualidad hace ya muchos años, y desde entonces sois constantes en mi lista top… 
Lo único malo es que es que el local es pequeño y claro, conseguir mesa cada vez esta más caro…
mil gracias por hacernos disfrutar como niños…!!!!",3 contribuciones,3,Escrita el 30 de mayo de 2024,3 contribuciones,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,0.0
1775742522-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Lugar con magia.,Jose  A B,Es un local pequeño pero encantador. La atención extraordinaria. La comida muy sana y riquísima. Desde que descubrimos el restaurante y siempre que vamos a Madrid acabamos comiendo en Moratin . Muy recomendable.,2 contribuciones,2,Escrita el 11 de mayo de 2024,2 contribuciones,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,1.0
1775742522-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Comer bien y a gusto,Au C,Genial!! Lorecomiendo cien por cien. Comida exquisita súper sana bien presentada el vino excelente el local pequeñito pero súper agradable y la atención de todo el personal no se puede mejorar,1 contribución,1,Escrita el 7 de abril de 2024,1 contribución,,Calidad/precio,Ambiente,Servicio,Comida,,,Que hagan la reserva con días de antelación,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,,0.0
